edges
"(9911065, 9704110)"
"(9912107, 9905211)"
"(9612225, 9203036)"
"(9809061, 9609122)"
"(9503079, 9408084)"
"(9603169, 9303157)"
"(9603009, 9412056)"
"(9507043, 9410159)"
"(9910061, 9902149)"
"(9404015, 9211036)"
"(9707069, 9605132)"
"(9910119, 9809061)"
"(9910119, 9408112)"
"(9910067, 9612236)"
"(9701098, 9212129)"
"(9612236, 9405072)"
"(9602058, 9304096)"
"(9805156, 9803073)"
"(9610209, 9512085)"
"(9910156, 9603169)"
"(9803224, 9302109)"
"(9804200, 9503181)"
"(9511098, 9404186)"
"(9912261, 9904208)"
"(9901136, 9602058)"
"(9612236, 9405159)"
"(9405018, 9403132)"
"(9905152, 9507052)"
"(9704001, 9501039)"
"(9603009, 9309030)"
"(9704043, 9505083)"
"(9512129, 9510026)"
"(9610209, 9306013)"
"(9711061, 9605132)"
"(9703166, 9511098)"
"(9902149, 9702058)"
"(9910127, 9612226)"
"(9612093, 9506163)"
"(9405018, 9210071)"
"(9909133, 9812217)"
"(9803092, 9801058)"
"(9610237, 9603156)"
"(9608190, 9401154)"
"(9406047, 9405018)"
"(9602039, 9310132)"
"(9610062, 9603169)"
"(9903048, 9308136)"
"(9211036, 9208047)"
"(9701047, 9601063)"
"(9806211, 9410159)"
"(9707086, 9404081)"
"(9904209, 9810163)"
"(9512210, 9404015)"
"(9910119, 9508024)"
"(9905092, 9505083)"
"(9512210, 9211079)"
"(9605054, 9408171)"
"(9404178, 9203037)"
"(9910156, 9804029)"
"(9805092, 9512095)"
"(9803262, 9511143)"
"(9805198, 9304008)"
"(9803263, 9709066)"
"(9701168, 9612236)"
"(9604072, 9602117)"
"(9707069, 9704082)"
"(9910087, 9206063)"
"(9809147, 9804143)"
"(9912261, 9909133)"
"(9902192, 9201020)"
"(9608057, 9607104)"
"(9411158, 9301042)"
"(9505026, 9311052)"
"(9610037, 9603184)"
"(9809164, 9306013)"
"(9908146, 9804200)"
"(9905203, 9704001)"
"(9811232, 9306013)"
"(9609015, 9207015)"
"(9903129, 9503101)"
"(9803231, 9709220)"
"(9706036, 9510026)"
"(9905176, 9411075)"
"(9410195, 9208047)"
"(9409166, 9208047)"
"(9612111, 9604072)"
"(9808095, 2114)"
"(9911112, 9506033)"
"(9804029, 9712207)"
"(9902099, 9706036)"
"(9709063, 9210071)"
"(9707086, 9608125)"
"(9805156, 9203037)"
"(9605052, 9303140)"
"(9801008, 9512095)"
"(9902189, 9806211)"
"(9704043, 9407135)"
"(9409044, 9305122)"
"(9701098, 9206028)"
"(9801115, 9508045)"
"(9512210, 9511143)"
"(9401154, 9304096)"
"(9903129, 9409184)"
"(9302109, 9210071)"
"(9811004, 9212129)"
"(9910029, 9307078)"
"(9508024, 9506163)"
"(9408112, 9408084)"
"(9405027, 9203037)"
"(9904209, 9808141)"
"(9608063, 9605054)"
"(9503079, 9304008)"
"(9909114, 9809164)"
"(9811004, 9412152)"
"(9805156, 9610237)"
"(9910071, 9810163)"
"(9701027, 9607234)"
"(9911094, 9609122)"
"(9803031, 9408112)"
"(9911112, 9609122)"
"(9903048, 9412056)"
"(9808095, 9704001)"
"(9703113, 9505026)"
"(9706036, 9611052)"
"(9902101, 9811004)"
"(9811004, 9612151)"
"(9806138, 9409166)"
"(9910007, 9506033)"
"(9701047, 9609122)"
"(9911094, 9407022)"
"(9905152, 9404135)"
"(9612093, 9603200)"
"(9811232, 9704043)"
"(9406047, 9210011)"
"(9405026, 9305122)"
"(9412119, 9306028)"
"(9608063, 9211036)"
"(9611052, 9605012)"
"(9512210, 9505187)"
"(9904216, 9307078)"
"(9904064, 9409166)"
"(9405027, 9201020)"
"(9902126, 9409184)"
"(9704043, 9210075)"
"(9612236, 9203037)"
"(9905038, 9605012)"
"(9601050, 9207015)"
"(9805156, 9612190)"
"(9612236, 9610083)"
"(9608190, 9412056)"
"(9903129, 9801008)"
"(9704043, 9503044)"
"(9603200, 9502037)"
"(9612111, 2114)"
"(9809010, 9607234)"
"(9505026, 9301042)"
"(9707217, 9607104)"
"(9304008, 9303157)"
"(9811070, 9509142)"
"(9410195, 9404015)"
"(9604072, 9503227)"
"(9904064, 9609015)"
"(9806170, 9410159)"
"(9902099, 9803071)"
"(9409184, 9304096)"
"(9910061, 9801058)"
"(9606030, 9307129)"
"(9909114, 9310083)"
"(9812051, 9402107)"
"(9802019, 9406047)"
"(9404093, 9305122)"
"(9610062, 9505187)"
"(9806138, 9603184)"
"(9905039, 9805092)"
"(9803263, 9605109)"
"(9811232, 9505026)"
"(9912261, 9411075)"
"(9611202, 9603184)"
"(9710105, 9612190)"
"(9503169, 9307030)"
"(9904104, 9210071)"
"(9805026, 9304008)"
"(9811012, 9508045)"
"(9910119, 9803262)"
"(9901023, 9605012)"
"(9506163, 9504161)"
"(9603114, 9412227)"
"(9910119, 9701047)"
"(9902101, 9804143)"
"(9710105, 9501070)"
"(9605012, 9306034)"
"(9610209, 9304096)"
"(9603146, 9310083)"
"(9811070, 9803224)"
"(9710105, 9602058)"
"(9910156, 9611202)"
"(9905092, 9701095)"
"(9909059, 9804143)"
"(9707148, 9603200)"
"(9604072, 9504161)"
"(9707069, 9703113)"
"(9303140, 9206063)"
"(9903129, 9812217)"
"(9701047, 9605109)"
"(9811004, 9704001)"
"(9808095, 9412152)"
"(9603156, 9506163)"
"(9907081, 9809010)"
"(9812051, 9510026)"
"(9808095, 9603200)"
"(9904104, 9412143)"
"(9704082, 9609015)"
"(9610037, 9603156)"
"(9808041, 9607104)"
"(9904064, 9605112)"
"(9405018, 9401154)"
"(9701096, 9304008)"
"(9912261, 9405018)"
"(9703210, 9610209)"
"(9910119, 9904209)"
"(9905092, 9610037)"
"(9508024, 9311041)"
"(9809061, 9605052)"
"(9308136, 9303046)"
"(9905039, 9412143)"
"(9704043, 9307078)"
"(9805156, 9804029)"
"(9811070, 9409184)"
"(9902099, 9605112)"
"(9911094, 9604072)"
"(9909133, 9701160)"
"(9710105, 9505187)"
"(9310083, 9210011)"
"(9808108, 9607234)"
"(9902189, 9612236)"
"(9809147, 9701047)"
"(9912107, 9602058)"
"(9902192, 9408171)"
"(9910091, 9506149)"
"(9806138, 9701047)"
"(9910127, 9505187)"
"(9412143, 9405027)"
"(9403132, 9211036)"
"(9910007, 9503101)"
"(9701047, 9407022)"
"(9806138, 9803262)"
"(9804200, 9506163)"
"(9805092, 9511033)"
"(9408171, 9311157)"
"(9707086, 9302109)"
"(9905092, 9604096)"
"(9909114, 9410159)"
"(9903129, 9510026)"
"(9604026, 9512085)"
"(9612093, 9306034)"
"(9507143, 9507052)"
"(9910087, 9905211)"
"(9609015, 9304008)"
"(9404044, 9307078)"
"(9911112, 9910067)"
"(9912107, 9212129)"
"(9803224, 9508024)"
"(9704082, 9410121)"
"(9605132, 9311019)"
"(9512210, 9406047)"
"(9912261, 9811004)"
"(9511098, 9506163)"
"(9804143, 9410159)"
"(9812051, 9304008)"
"(9610209, 9411158)"
"(9905038, 9408112)"
"(9909114, 9803073)"
"(9912226, 9703113)"
"(9305122, 9211036)"
"(9703113, 9311157)"
"(9709080, 9301042)"
"(9612225, 9306028)"
"(9810163, 9805156)"
"(9811004, 9703113)"
"(9709063, 9412152)"
"(9804200, 9803092)"
"(9910127, 9910119)"
"(9709063, 9506033)"
"(9803031, 9312036)"
"(9409166, 9211068)"
"(9912024, 9804200)"
"(9612111, 9210071)"
"(9704043, 9612190)"
"(9911112, 9311041)"
"(9904104, 9703113)"
"(9904208, 9801115)"
"(9902126, 9404186)"
"(9710105, 9401154)"
"(9602058, 9410198)"
"(9801058, 9505083)"
"(9910183, 9804200)"
"(9803263, 9704001)"
"(9404044, 9304008)"
"(9607234, 9307078)"
"(9910156, 9706049)"
"(9612151, 9603184)"
"(9902099, 9211036)"
"(9803224, 9408112)"
"(9803262, 9308136)"
"(9511098, 9501033)"
"(9908128, 9507052)"
"(9611202, 9603156)"
"(9909133, 9904081)"
"(9805156, 9210071)"
"(9211036, 9206063)"
"(9409166, 9212129)"
"(9910007, 9603200)"
"(9607234, 9305122)"
"(9712207, 9501033)"
"(9905152, 9303140)"
"(9712207, 9707086)"
"(9902126, 9304008)"
"(9507150, 9506033)"
"(9904216, 9203037)"
"(9705202, 9507052)"
"(9302109, 9203037)"
"(9904104, 2114)"
"(9704082, 9411075)"
"(9602117, 9211079)"
"(9701096, 9310132)"
"(9910127, 9211068)"
"(9911112, 9703166)"
"(9809010, 9608125)"
"(9701047, 9601135)"
"(9811232, 9803263)"
"(9409044, 9308136)"
"(9705139, 9504161)"
"(9605112, 9502058)"
"(9612226, 9311157)"
"(9902192, 9211068)"
"(9511098, 9407135)"
"(9312036, 9310083)"
"(9809010, 9512095)"
"(9910127, 9705139)"
"(9812051, 9603114)"
"(9511098, 9305005)"
"(9707148, 9403132)"
"(9709066, 9605216)"
"(9808108, 9708163)"
"(9611052, 9502037)"
"(9802092, 9801058)"
"(9805156, 9507143)"
"(9902101, 9712207)"
"(9412227, 9208047)"
"(9609214, 9404015)"
"(9701096, 9503181)"
"(9610209, 9405018)"
"(9603114, 9408112)"
"(9812051, 9410042)"
"(9905039, 9603114)"
"(9612042, 9609106)"
"(9910119, 9307059)"
"(9410195, 9206063)"
"(9811004, 9809147)"
"(9704110, 9610037)"
"(9905092, 9803073)"
"(9603184, 9211079)"
"(9910119, 9907081)"
"(9410195, 9304008)"
"(9805198, 9602058)"
"(9904209, 9803174)"
"(9803249, 9803206)"
"(9803231, 9301042)"
"(9809010, 9710105)"
"(9704021, 9505026)"
"(9507152, 9212129)"
"(9904081, 9507052)"
"(9803025, 9306028)"
"(9205090, 2114)"
"(9910007, 9801115)"
"(9410126, 9203037)"
"(9503209, 9409184)"
"(9910156, 9604096)"
"(9411075, 9409184)"
"(9705139, 9503079)"
"(9707237, 9507052)"
"(9901023, 9610062)"
"(9912261, 9508024)"
"(9801115, 9701101)"
"(9708163, 9506163)"
"(9704001, 9211036)"
"(9507052, 9405072)"
"(9307129, 9208047)"
"(9809061, 9210071)"
"(9607234, 9503044)"
"(9910091, 9902150)"
"(9905152, 9505026)"
"(9412227, 9412152)"
"(9904104, 9606030)"
"(9910156, 9412143)"
"(9801115, 9512129)"
"(9806211, 2114)"
"(9812051, 9306034)"
"(9904209, 9201020)"
"(9709063, 9704001)"
"(9808095, 9703113)"
"(9804200, 9307030)"
"(9902149, 9802092)"
"(9612226, 9609214)"
"(9808041, 9704021)"
"(9908146, 9303140)"
"(9901136, 9611202)"
"(9602117, 9310132)"
"(9802019, 9704082)"
"(9811004, 9210075)"
"(9410198, 9203037)"
"(9810154, 9701047)"
"(9811070, 9301042)"
"(9803071, 9605089)"
"(9804143, 9210075)"
"(9704043, 9502058)"
"(9912261, 9704043)"
"(9905092, 9306034)"
"(9605132, 9503079)"
"(9706036, 9311041)"
"(9512095, 9412143)"
"(9505026, 9212129)"
"(9910091, 9811232)"
"(9412227, 9407135)"
"(9704021, 9312036)"
"(9804200, 9604072)"
"(9605012, 9506163)"
"(9812217, 9805026)"
"(9910087, 9310132)"
"(9911094, 9505187)"
"(9604072, 9412227)"
"(9803231, 9701160)"
"(9411075, 9306028)"
"(9707086, 9503079)"
"(9805156, 9402107)"
"(9910071, 9310132)"
"(9910071, 9711203)"
"(9705139, 9612236)"
"(9508045, 9306034)"
"(9501033, 9312036)"
"(9903048, 9507143)"
"(9803071, 9408084)"
"(9506033, 9503097)"
"(9804143, 9407022)"
"(9910007, 9704082)"
"(9603184, 9306028)"
"(9908146, 9701047)"
"(9511143, 9412227)"
"(9808095, 9309030)"
"(9904104, 9603200)"
"(9412056, 9405189)"
"(9804143, 9407135)"
"(9904104, 9310132)"
"(9612151, 9603156)"
"(9904064, 9809061)"
"(9911094, 9511143)"
"(9803206, 9605112)"
"(9411196, 9211079)"
"(9910071, 9902099)"
"(9910156, 9903092)"
"(9503101, 9503079)"
"(9907081, 9505083)"
"(9802019, 9605132)"
"(9410121, 9206063)"
"(9512085, 9312182)"
"(9612042, 9503079)"
"(9708163, 9210071)"
"(9701101, 9412143)"
"(9508122, 9212129)"
"(9511098, 9403132)"
"(9902192, 9306103)"
"(9904064, 9707148)"
"(9905092, 9806138)"
"(9910156, 9709220)"
"(9310083, 9211036)"
"(9412119, 9309030)"
"(9608190, 9301042)"
"(9506136, 9406047)"
"(9809061, 9807241)"
"(9307059, 9301042)"
"(9804200, 2114)"
"(9809061, 9801008)"
"(9904104, 9212129)"
"(9511143, 9303140)"
"(9502037, 9501033)"
"(9609106, 9203037)"
"(9909133, 9810163)"
"(9910156, 9503101)"
"(9801058, 9601135)"
"(9903048, 9902150)"
"(9903129, 9505187)"
"(9801008, 9706036)"
"(9404178, 9308136)"
"(9805156, 9607104)"
"(9608190, 9607104)"
"(9808108, 9601050)"
"(9605012, 9407135)"
"(9601063, 9508045)"
"(9902126, 9511058)"
"(9404081, 9310132)"
"(9612111, 9309030)"
"(9707217, 9310083)"
"(9910091, 9605089)"
"(9905092, 9612226)"
"(9910156, 9701027)"
"(9405026, 9307078)"
"(9306079, 9211079)"
"(9803231, 9501033)"
"(9903082, 9408112)"
"(9910007, 9307030)"
"(9812051, 9703204)"
"(9712207, 9604096)"
"(9609214, 9307030)"
"(9809010, 9603184)"
"(9811012, 9806170)"
"(9705139, 9608057)"
"(9707237, 9612111)"
"(9910087, 9602058)"
"(9803262, 9506149)"
"(9809061, 9402107)"
"(9605089, 9306013)"
"(9902149, 9605052)"
"(9804143, 9601135)"
"(9910091, 9910067)"
"(9307030, 9304096)"
"(9811012, 9612093)"
"(9804143, 9505083)"
"(9704082, 9508045)"
"(9605132, 9210011)"
"(9904209, 9211079)"
"(9806211, 9603200)"
"(9911094, 9705139)"
"(9905092, 9604026)"
"(9608057, 9604096)"
"(9801058, 9610083)"
"(9803231, 9210071)"
"(9412119, 9404186)"
"(9803206, 9412119)"
"(9911094, 9509099)"
"(9607234, 9501070)"
"(9910087, 9701160)"
"(9810163, 9706036)"
"(9611202, 9503227)"
"(9605216, 9210075)"
"(9608057, 9506033)"
"(9609015, 9307030)"
"(9712207, 9502058)"
"(9912024, 9312036)"
"(9310083, 9303157)"
"(9411075, 9201020)"
"(9904216, 9210071)"
"(9707086, 9410126)"
"(9908146, 9803263)"
"(9803071, 9310132)"
"(9811070, 9811012)"
"(9605109, 9512210)"
"(9905211, 9306013)"
"(9704082, 9703210)"
"(9910156, 9609122)"
"(9612236, 9206063)"
"(9903129, 9612151)"
"(9608063, 9512129)"
"(9801004, 9704110)"
"(9909133, 9701027)"
"(9912107, 9304008)"
"(9610062, 9306034)"
"(9605089, 9307035)"
"(9704110, 9305005)"
"(9805156, 9801008)"
"(9505026, 9306103)"
"(9904209, 9901023)"
"(9607234, 9509142)"
"(9507043, 9201020)"
"(9901136, 9206063)"
"(9812217, 9311157)"
"(9903048, 9309030)"
"(9605012, 9208047)"
"(9801058, 9407022)"
"(9804143, 9405072)"
"(9408112, 9207015)"
"(9608057, 9605052)"
"(9801004, 9512085)"
"(9803231, 9408171)"
"(9508024, 9304008)"
"(9910029, 9606030)"
"(9808041, 9310083)"
"(9912261, 9701101)"
"(9612226, 9412119)"
"(9805198, 9210075)"
"(9805026, 9306103)"
"(9708163, 9501033)"
"(9909114, 9511143)"
"(9904104, 9803174)"
"(9601050, 9211079)"
"(9910127, 9801008)"
"(9603184, 9311052)"
"(9605012, 9503181)"
"(9705139, 9303157)"
"(9805092, 9705161)"
"(9910007, 9603114)"
"(9405189, 9301042)"
"(9703210, 9311052)"
"(9408171, 9306013)"
"(9902126, 9311041)"
"(9910007, 9210075)"
"(9902149, 9503101)"
"(9810163, 9803071)"
"(9412227, 9310083)"
"(9701096, 9212129)"
"(9501033, 9303157)"
"(9612236, 9307078)"
"(9808095, 9404015)"
"(9902192, 9203036)"
"(9805026, 9612042)"
"(9410126, 9210075)"
"(9603009, 9506163)"
"(9703057, 9612236)"
"(9707217, 9210071)"
"(9609015, 9311041)"
"(9902192, 9707086)"
"(9909052, 9211079)"
"(9603146, 9410042)"
"(9703210, 9203036)"
"(9511033, 9210071)"
"(9912107, 9905060)"
"(9406047, 9404135)"
"(9306079, 9301042)"
"(9801058, 9310132)"
"(9902149, 9803224)"
"(9707217, 9704001)"
"(9803224, 9608057)"
"(9910127, 9212129)"
"(9903048, 9902099)"
"(9707237, 9409166)"
"(9710105, 9404174)"
"(9711061, 9603114)"
"(9805092, 9503097)"
"(9912107, 9610037)"
"(9909114, 9709066)"
"(9803224, 9504161)"
"(9601050, 9307078)"
"(9812051, 9803092)"
"(9412119, 9211079)"
"(9611052, 9211036)"
"(9801008, 9507052)"
"(9605112, 9310132)"
"(9903048, 9606030)"
"(9603169, 9601050)"
"(9412056, 9303140)"
"(9407154, 9207015)"
"(9705202, 9608125)"
"(9910136, 9612226)"
"(9902192, 9410159)"
"(9811070, 9511058)"
"(9705202, 9701101)"
"(9307059, 9203037)"
"(9611202, 9512129)"
"(9210100, 9203036)"
"(9808108, 9803025)"
"(9802019, 9307078)"
"(9612111, 9404015)"
"(9811070, 9605109)"
"(9905203, 9307078)"
"(9610209, 9504108)"
"(9803071, 9506149)"
"(9605089, 9503227)"
"(9910071, 9609122)"
"(9704021, 9411075)"
"(9812217, 9511098)"
"(9707086, 9511098)"
"(9709066, 9610062)"
"(9405027, 9203036)"
"(9506033, 9307035)"
"(9503227, 9211068)"
"(9707069, 9410042)"
"(9910136, 9406047)"
"(9707237, 9312036)"
"(9610209, 9410198)"
"(9709063, 9404015)"
"(9507043, 9307030)"
"(9612151, 9607234)"
"(9705202, 9306013)"
"(9609015, 9407022)"
"(9506163, 9304096)"
"(9704001, 9306013)"
"(9801058, 9707237)"
"(9310183, 9210071)"
"(9512210, 9311041)"
"(9310132, 9307035)"
"(9912226, 9910119)"
"(9903129, 9709066)"
"(9605052, 9512095)"
"(9905092, 9211068)"
"(9508024, 9306034)"
"(9808041, 9803073)"
"(9911065, 9809061)"
"(9603156, 9401154)"
"(9701047, 9304008)"
"(9704043, 9610083)"
"(9803025, 9610209)"
"(9904208, 9201020)"
"(9912107, 9604096)"
"(9503169, 9404015)"
"(9605052, 9603009)"
"(9911112, 9910119)"
"(9712207, 9703113)"
"(9910091, 9412152)"
"(9904064, 9306079)"
"(9904104, 9801008)"
"(9801115, 9708163)"
"(9603114, 9503209)"
"(9905092, 9507143)"
"(9803263, 9503101)"
"(9902149, 9506149)"
"(9605112, 9211079)"
"(9307078, 9211133)"
"(9704011, 9607234)"
"(9603146, 9307078)"
"(9909114, 9305122)"
"(9910071, 9701027)"
"(9809010, 9302109)"
"(9902192, 9210075)"
"(9612151, 9504161)"
"(9609015, 9212129)"
"(9410126, 9306103)"
"(9501070, 9302109)"
"(9912024, 9808095)"
"(9909114, 9412056)"
"(9512129, 9505187)"
"(9510026, 9303140)"
"(9801058, 9304008)"
"(9612190, 9608125)"
"(9703113, 9412119)"
"(9310132, 9306013)"
"(9612042, 9311157)"
"(9603184, 9412143)"
"(9801058, 9404015)"
"(9704001, 9608125)"
"(9307059, 9212129)"
"(9803231, 9502058)"
"(9811012, 9704043)"
"(9608057, 9210071)"
"(9608036, 9511143)"
"(9801115, 9502037)"
"(9811070, 9610083)"
"(9604026, 9411075)"
"(9704043, 9310083)"
"(9903082, 9710105)"
"(9405026, 9310132)"
"(9511098, 9406047)"
"(9812051, 9307030)"
"(9809010, 9808095)"
"(9809010, 9803262)"
"(9610062, 2114)"
"(9405189, 9210071)"
"(9908146, 9504161)"
"(9404044, 9308136)"
"(9707148, 9505187)"
"(9707086, 9701096)"
"(9711203, 9607234)"
"(9911094, 9709066)"
"(9704021, 9311157)"
"(9803249, 9403132)"
"(9904216, 9605052)"
"(9801115, 9410126)"
"(9910156, 9601063)"
"(9912107, 9701027)"
"(9601050, 9407135)"
"(9710105, 9607104)"
"(9910127, 9203037)"
"(9901023, 9508024)"
"(9909133, 9512157)"
"(9610237, 9508024)"
"(9806211, 9307078)"
"(9708163, 9605052)"
"(9609015, 9505083)"
"(9812253, 9312036)"
"(9608036, 9605089)"
"(9810163, 9609106)"
"(9803025, 9211068)"
"(9709063, 9410042)"
"(9707237, 9611115)"
"(9805156, 9306034)"
"(9803073, 9603184)"
"(9311052, 9303140)"
"(9709066, 9603009)"
"(9910119, 9707217)"
"(9602058, 9601050)"
"(9411158, 9212129)"
"(9607234, 9606030)"
"(9911112, 9801008)"
"(9905152, 9903048)"
"(9404135, 9305122)"
"(9605132, 9411158)"
"(9608036, 9211079)"
"(9707086, 9306079)"
"(9605216, 9206063)"
"(9803249, 9605052)"
"(9904209, 9610209)"
"(9801058, 9612042)"
"(9407135, 9404081)"
"(9903048, 9810163)"
"(9902189, 9404135)"
"(9910119, 9904208)"
"(9910127, 9501033)"
"(9905092, 9902101)"
"(9902189, 9808041)"
"(9310083, 9304049)"
"(9605132, 9501039)"
"(9912261, 9512095)"
"(9804200, 9612151)"
"(9607234, 9406047)"
"(9910091, 9608063)"
"(9708163, 9502058)"
"(9908146, 9610062)"
"(9503097, 9301042)"
"(9805026, 9605089)"
"(9909114, 9407135)"
"(9608190, 9603114)"
"(9902149, 9704021)"
"(9802019, 9801115)"
"(9603184, 9207015)"
"(9605216, 9403132)"
"(9410195, 9308136)"
"(9603169, 9512085)"
"(9207015, 9205090)"
"(9901136, 9510026)"
"(9412143, 9405026)"
"(9810163, 9408112)"
"(9809061, 9307078)"
"(9512129, 9305005)"
"(9808041, 9304008)"
"(9503079, 9210075)"
"(9808095, 9206063)"
"(9806138, 9803263)"
"(9411075, 9211068)"
"(9904064, 9804200)"
"(9812051, 9408171)"
"(9512085, 9412143)"
"(9411158, 9305122)"
"(9703113, 9612225)"
"(9801115, 9512085)"
"(9904209, 9709066)"
"(9910127, 9310132)"
"(9902099, 9601050)"
"(9206028, 9201056)"
"(9711061, 9611202)"
"(9910127, 9603200)"
"(9605054, 9604072)"
"(9804029, 9704043)"
"(9905038, 9601050)"
"(9610062, 9607104)"
"(9810163, 9708163)"
"(9803263, 9408084)"
"(9503097, 9401154)"
"(9905092, 9607104)"
"(9909114, 9809010)"
"(9605052, 9512210)"
"(9604072, 9508045)"
"(9904104, 9801004)"
"(9612236, 9404186)"
"(9903048, 9610037)"
"(9705139, 9704110)"
"(9811004, 9610037)"
"(9808108, 9808095)"
"(9504108, 9406047)"
"(9503227, 9308136)"
"(9910091, 9611052)"
"(9811070, 9405159)"
"(9608125, 9410042)"
"(9803231, 9403132)"
"(9611052, 9505026)"
"(9910119, 9704110)"
"(9910119, 9303157)"
"(9905203, 9308136)"
"(9508045, 9412056)"
"(9910087, 9803073)"
"(9404081, 9212129)"
"(9503181, 9408112)"
"(9804143, 9212129)"
"(9306028, 9303046)"
"(9907081, 9203037)"
"(9608063, 9307035)"
"(9911094, 9511017)"
"(9910119, 9803071)"
"(9604072, 9503079)"
"(9801115, 9605054)"
"(9707237, 9411158)"
"(9910156, 9603114)"
"(9705024, 9411075)"
"(9905092, 9408084)"
"(9805026, 9707237)"
"(9503044, 9404135)"
"(9605132, 9604180)"
"(9712207, 9412056)"
"(9511098, 9310132)"
"(9803249, 9309030)"
"(9904208, 9612042)"
"(9801004, 9512210)"
"(9507150, 9412143)"
"(9709066, 9504161)"
"(9310183, 9201020)"
"(9703204, 9504161)"
"(9812217, 9603146)"
"(9302109, 9203036)"
"(9811012, 9503209)"
"(9605132, 9410126)"
"(9908146, 9903129)"
"(9910136, 9211079)"
"(9912261, 9507052)"
"(9811070, 9612226)"
"(9606030, 9503079)"
"(9905092, 9606030)"
"(9711061, 9610237)"
"(9907081, 9201020)"
"(9904104, 9511017)"
"(9311019, 9305122)"
"(9902099, 9607234)"
"(9909133, 9207015)"
"(9802019, 9201020)"
"(9910029, 9301042)"
"(9704110, 9410042)"
"(9703113, 9609214)"
"(9701101, 9604072)"
"(9911094, 9704082)"
"(9411196, 9207015)"
"(9910119, 9412119)"
"(9808095, 9612042)"
"(9310083, 9307129)"
"(9902192, 9707237)"
"(9905039, 9612226)"
"(9812051, 9405072)"
"(9911112, 9706049)"
"(9406047, 9307059)"
"(9408112, 2114)"
"(9603200, 9404135)"
"(9809061, 9803224)"
"(9803263, 9801004)"
"(9507043, 9308136)"
"(9901023, 9505026)"
"(9612042, 9302109)"
"(9503079, 9307030)"
"(9703210, 9310083)"
"(9811070, 9412152)"
"(9909133, 9705024)"
"(9608063, 9603009)"
"(9910156, 9902101)"
"(9910007, 9301042)"
"(9207001, 9201020)"
"(9910156, 9311041)"
"(9908146, 9801058)"
"(9911112, 9801004)"
"(9612226, 9512210)"
"(9903048, 9704021)"
"(9705161, 9403132)"
"(9605012, 9507143)"
"(9902192, 9801115)"
"(9910067, 9411075)"
"(9901023, 9412119)"
"(9910136, 9206028)"
"(9910071, 9210075)"
"(9404178, 9304008)"
"(9904064, 9903048)"
"(9908128, 9811004)"
"(9905092, 9902089)"
"(9708163, 9612151)"
"(9605112, 9402107)"
"(9708163, 9408084)"
"(9910119, 9710105)"
"(9912226, 9612042)"
"(9612151, 9412227)"
"(9605054, 9211068)"
"(9609015, 9208047)"
"(9902101, 9408112)"
"(9904064, 9803231)"
"(9603009, 9503101)"
"(9905211, 9607234)"
"(9503169, 9409184)"
"(9802019, 9707086)"
"(9701096, 9306103)"
"(9806170, 2114)"
"(9806211, 9308136)"
"(9605109, 9312036)"
"(9905060, 9507052)"
"(9707217, 9511058)"
"(9910087, 9604096)"
"(9910071, 9407135)"
"(9801115, 9409166)"
"(9805026, 9201020)"
"(9701047, 9307030)"
"(9411075, 9311041)"
"(9501033, 9411075)"
"(9810154, 9507052)"
"(9303157, 2114)"
"(9902099, 9409166)"
"(9803231, 9311052)"
"(9408084, 9404135)"
"(9810163, 9608057)"
"(9709080, 9412152)"
"(9904209, 9509070)"
"(9608057, 9602058)"
"(9507043, 9412056)"
"(9507043, 9404015)"
"(9807241, 9411075)"
"(9507052, 9307078)"
"(9910156, 9511058)"
"(9911094, 9805092)"
"(9506163, 9412119)"
"(9803206, 9603184)"
"(9610209, 9603009)"
"(9804200, 9503044)"
"(9708163, 9206028)"
"(9711061, 9211068)"
"(9904104, 9608063)"
"(9503181, 9404081)"
"(9806211, 9803206)"
"(9803231, 9408084)"
"(9909133, 9702058)"
"(9412152, 9306079)"
"(9910067, 9303157)"
"(9909133, 9307030)"
"(9910071, 9703204)"
"(9704043, 9612042)"
"(9812217, 9704043)"
"(9509099, 9312036)"
"(9506163, 9410121)"
"(9512095, 9403132)"
"(9910071, 9804029)"
"(9803071, 9206063)"
"(9909114, 9406047)"
"(9910091, 9803224)"
"(9412119, 9305005)"
"(9211036, 9206028)"
"(9612225, 2114)"
"(9910127, 9307030)"
"(9605012, 9412056)"
"(9512210, 9410159)"
"(9501039, 9406047)"
"(9709080, 9305122)"
"(9707086, 9512085)"
"(9612042, 9511098)"
"(9911065, 9607234)"
"(9809147, 9302109)"
"(9902149, 9502058)"
"(9603184, 9501033)"
"(9803263, 9506163)"
"(9811012, 9312036)"
"(9610209, 9307035)"
"(9707237, 9701101)"
"(9602117, 9409184)"
"(9704110, 9404174)"
"(9905176, 9803231)"
"(9910071, 9907140)"
"(9910156, 9605089)"
"(9909133, 9909059)"
"(9610209, 9508045)"
"(9902126, 9503044)"
"(9910007, 9408171)"
"(9411075, 9408171)"
"(9606030, 9605112)"
"(9705202, 9601050)"
"(9512129, 9506033)"
"(9808095, 9210075)"
"(9905092, 9803031)"
"(9910136, 9412056)"
"(9912107, 9603169)"
"(9804200, 9610237)"
"(9707086, 9605216)"
"(9805156, 9407135)"
"(9904209, 9703204)"
"(9708163, 9612226)"
"(9511143, 9311157)"
"(9902149, 9603114)"
"(9905092, 9803174)"
"(9612236, 9606030)"
"(9407154, 9305122)"
"(9509142, 9412119)"
